story_id	name	folder	audioClip	texts	duration	display 0=Full 1=solo audio 2= solo texto		character
				El muchacho se asustó porque sabía que el oso tenía grandes y fuertes garras con las que podía hacerle terribles heridas e incluso matarlo.	0:22			
				Pero el oso también se asustó, porque sabía que a los humanos les gusta cazar animales silvestres.	0:28			
				El muchacho recogió una rama gruesa del suelo y la levantó amenazante.	0:33			
				El oso se paró en sus patas traseras, con los brazos abiertos, poniéndose a la defensiva.	0:39			
				El muchacho comenzó a repartir golpes hacia ambos lados con el palo. Y el oso, ágilmente, los esquivaba saltando de derecha a izquierda y de izquierda a derecha.	0:50			
				Después de un rato, el oso se cansó de tanto saltar y huyó al monte.	0:56			
				El muchacho regresó al pueblo y le contó a sus amigos el episodio, haciendo la demostración de los saltos del oso.	1:03			
				Todo el pueblo se rio muchísimo con la anécdota y con la explicación. Entonces todos comenzaron a imitarlos.	1:10			
				Unos al muchacho dando palazos, y otros, al oso pegando saltos. Y así no más fue, dicen en el Chaco, cómo nació el baile.				
baile:3	El Baile	baile	easy	Un día, hace mucho tiempo, un muchacho salió al monte chaqueño a cazar. En eso estaba cuando de pronto se encontró frente a un enorme oso hormiguero.	0:12	0		Mujer
				El muchacho se asustó porque sabía que el oso tenía grandes y fuertes garras con las que podía hacerle terribles heridas e incluso matarlo.	0:22			
				Pero el oso también se asustó, porque sabía que a los humanos les gusta cazar animales silvestres.	0:28			
				El muchacho recogió una rama gruesa del suelo y la levantó amenazante.	0:33			
				El oso se paró en sus patas traseras, con los brazos abiertos, poniéndose a la defensiva.	0:39			
				El muchacho comenzó a repartir golpes hacia ambos lados con el palo. Y el oso, ágilmente, los esquivaba saltando de derecha a izquierda y de izquierda a derecha.	0:50			
				Después de un rato, el oso se cansó de tanto saltar y huyó al monte.	0:56			
				El muchacho regresó al pueblo y le contó a sus amigos el episodio, haciendo la demostración de los saltos del oso.	1:03			
				Todo el pueblo se rio muchísimo con la anécdota y con la explicación. Entonces todos comenzaron a imitarlos.	1:10			
				Unos al muchacho dando palazos, y otros, al oso pegando saltos. Y así no más fue, dicen en el Chaco, cómo nació el baile.				
baile:4	El Baile	baile	easy	Un día, hace mucho tiempo, un muchacho salió al monte chaqueño a cazar. En eso estaba cuando de pronto se encontró frente a un enorme oso hormiguero.	0:12	0		Mujer
				El muchacho se asustó porque sabía que el oso tenía grandes y fuertes garras con las que podía hacerle terribles heridas e incluso matarlo.	0:22			
				Pero el oso también se asustó, porque sabía que a los humanos les gusta cazar animales silvestres.	0:28			
				El muchacho recogió una rama gruesa del suelo y la levantó amenazante.	0:33			
				El oso se paró en sus patas traseras, con los brazos abiertos, poniéndose a la defensiva.	0:39			
				El muchacho comenzó a repartir golpes hacia ambos lados con el palo. Y el oso, ágilmente, los esquivaba saltando de derecha a izquierda y de izquierda a derecha.	0:50			
				Después de un rato, el oso se cansó de tanto saltar y huyó al monte.	0:56			
				El muchacho regresó al pueblo y le contó a sus amigos el episodio, haciendo la demostración de los saltos del oso.	1:03			
				Todo el pueblo se rio muchísimo con la anécdota y con la explicación. Entonces todos comenzaron a imitarlos.	1:10			
				Unos al muchacho dando palazos, y otros, al oso pegando saltos. Y así no más fue, dicen en el Chaco, cómo nació el baile.				
baile:5	El Baile	baile	easy	vacio	0:07	0		Mujer
conejo	El conejo	conejo	easy	Hace mucho, mucho tiempo, los conejos no eran como ahora los conocemos. Eran pequeños, igual que ahora, pero tenían el pelo negro, las orejas cortas y las patas largas.	0:15	1		Mujer
				Los conejos no estaban contentos, querían crecer, querían ser más grandes. Entonces, uno de los conejos fue a ver a un mago que vivía en la montaña y le pidió que lo aumentara de tamaño.	0:30			
				El mago le dijo que para poder hacerlo crecer tenía que traer seis bigotes de un tigre y la cola de un mono. Para conseguir lo que el mago le pedía, el conejo decidió engañar al tigre y al mono.	0:45			
				Fue a buscar al tigre y le dijo: "Un viento muy fuerte está por llegar al bosque. Yo me voy a salvar porque soy chiquito y puedo escondemer en un agujero ¡pero vos sos demasiado grande para esconderte en un agujero!"	1:01			
				El tigre se puso a llorar y le pidió que lo ayudara a salvarse. Entonces el conejo le dijo: "Se me ocurre una idea para que el viento no te lleve volando, te voy a atar al tronco de un árbol grande".	1:15			
				Agradecido, el tigre se dejó atar y, cuando ya no podía moverse, el conejo le arrancó seis bigotes y se fue corriendo.	1:25			
				Luego el conejo fue a la casa del mono. Para engañarlo, cavó un pequeño pozo y comenzó a mirar hacia adentro. Cuando el mono vio al conejo, quiso saber qué había adentro del pozo. Se acercó y le pidió al conejo que lo dejara mirar.	1:43			
				- Mmmm, no sé si debo... lo que hay adentro del pozo es un gran secreto - mintió el conejo._- ¡Por favor, te prometo que no le voy a contar a nadie!_- De acuerdo - dijo el conejo.	1:58			
				Y cuando el mono se agachó para ver adentro del pozo, el conejo le cortó la cola y se fue corriendo. Luego el conejo subió la montaña y llegó a la casa del mago con los seis bigotes del tigre y la cola de mono.	2:13			
				- Ahora, haceme crecer - le ordenó el conejo._Y el mago pensó: "Si siendo tan chiquito, el conejo hizo lo que hizo, si lo aumento de tamaño, ¿qué no hará? Un conejo grande sería muy peligroso para todos los animales."	2:31			
				El conejo esperaba. El mago se acercó, lo atrapó de las orejas y lo arrojó hacia abajo de la montaña. Así fue como, a partir de ese momento, le quedaron las orejas largas porque el mago se las estiró al arrojarlo.	2:48			
				Las patas delanteras le quedaron cortas porque el conejo las extendió para frenar la caída. Y el susto hizo que se le pusieran para siempre el pelo blanco y los ojos colorados.				
conejo:2	El conejo	conejo	easy	Hace mucho, mucho tiempo, los conejos no eran como ahora los conocemos. Eran pequeños, igual que ahora, pero tenían el pelo negro, las orejas cortas y las patas largas.	0:15	0		Mujer
				Los conejos no estaban contentos, querían crecer, querían ser más grandes. Entonces, uno de los conejos fue a ver a un mago que vivía en la montaña y le pidió que lo aumentara de tamaño.	0:30			
				El mago le dijo que para poder hacerlo crecer tenía que traer seis bigotes de un tigre y la cola de un mono. Para conseguir lo que el mago le pedía, el conejo decidió engañar al tigre y al mono.	0:45			
				Fue a buscar al tigre y le dijo: "Un viento muy fuerte está por llegar al bosque. Yo me voy a salvar porque soy chiquito y puedo escondemer en un agujero ¡pero vos sos demasiado grande para esconderte en un agujero!"	1:01			
				El tigre se puso a llorar y le pidió que lo ayudara a salvarse. Entonces el conejo le dijo: "Se me ocurre una idea para que el viento no te lleve volando, te voy a atar al tronco de un árbol grande".	1:15			
				Agradecido, el tigre se dejó atar y, cuando ya no podía moverse, el conejo le arrancó seis bigotes y se fue corriendo.	1:25			
				Luego el conejo fue a la casa del mono. Para engañarlo, cavó un pequeño pozo y comenzó a mirar hacia adentro. Cuando el mono vio al conejo, quiso saber qué había adentro del pozo. Se acercó y le pidió al conejo que lo dejara mirar.	1:43			
				- Mmmm, no sé si debo... lo que hay adentro del pozo es un gran secreto - mintió el conejo._- ¡Por favor, te prometo que no le voy a contar a nadie!_- De acuerdo - dijo el conejo.	1:58			
				Y cuando el mono se agachó para ver adentro del pozo, el conejo le cortó la cola y se fue corriendo. Luego el conejo subió la montaña y llegó a la casa del mago con los seis bigotes del tigre y la cola de mono.	2:13			
				- Ahora, haceme crecer - le ordenó el conejo._Y el mago pensó: "Si siendo tan chiquito, el conejo hizo lo que hizo, si lo aumento de tamaño, ¿qué no hará? Un conejo grande sería muy peligroso para todos los animales."	2:31			
				El conejo esperaba. El mago se acercó, lo atrapó de las orejas y lo arrojó hacia abajo de la montaña. Así fue como, a partir de ese momento, le quedaron las orejas largas porque el mago se las estiró al arrojarlo.	2:48			
				Las patas delanteras le quedaron cortas porque el conejo las extendió para frenar la caída. Y el susto hizo que se le pusieran para siempre el pelo blanco y los ojos colorados.				
conejo:3	El conejo	conejo	easy	Hace mucho, mucho tiempo, los conejos no eran como ahora los conocemos. Eran pequeños, igual que ahora, pero tenían el pelo negro, las orejas cortas y las patas largas.	0:15	0		Mujer
				Los conejos no estaban contentos, querían crecer, querían ser más grandes. Entonces, uno de los conejos fue a ver a un mago que vivía en la montaña y le pidió que lo aumentara de tamaño.	0:30			
				El mago le dijo que para poder hacerlo crecer tenía que traer seis bigotes de un tigre y la cola de un mono. Para conseguir lo que el mago le pedía, el conejo decidió engañar al tigre y al mono.	0:45			
				Fue a buscar al tigre y le dijo: "Un viento muy fuerte está por llegar al bosque. Yo me voy a salvar porque soy chiquito y puedo escondemer en un agujero ¡pero vos sos demasiado grande para esconderte en un agujero!"	1:01			
				El tigre se puso a llorar y le pidió que lo ayudara a salvarse. Entonces el conejo le dijo: "Se me ocurre una idea para que el viento no te lleve volando, te voy a atar al tronco de un árbol grande".	1:15			
				Agradecido, el tigre se dejó atar y, cuando ya no podía moverse, el conejo le arrancó seis bigotes y se fue corriendo.	1:25			
				Luego el conejo fue a la casa del mono. Para engañarlo, cavó un pequeño pozo y comenzó a mirar hacia adentro. Cuando el mono vio al conejo, quiso saber qué había adentro del pozo. Se acercó y le pidió al conejo que lo dejara mirar.	1:43			
				- Mmmm, no sé si debo... lo que hay adentro del pozo es un gran secreto - mintió el conejo._- ¡Por favor, te prometo que no le voy a contar a nadie!_- De acuerdo - dijo el conejo.	1:58			
				Y cuando el mono se agachó para ver adentro del pozo, el conejo le cortó la cola y se fue corriendo. Luego el conejo subió la montaña y llegó a la casa del mago con los seis bigotes del tigre y la cola de mono.	2:13			
				- Ahora, haceme crecer - le ordenó el conejo._Y el mago pensó: "Si siendo tan chiquito, el conejo hizo lo que hizo, si lo aumento de tamaño, ¿qué no hará? Un conejo grande sería muy peligroso para todos los animales."	2:31			
				El conejo esperaba. El mago se acercó, lo atrapó de las orejas y lo arrojó hacia abajo de la montaña. Así fue como, a partir de ese momento, le quedaron las orejas largas porque el mago se las estiró al arrojarlo.	2:48			
				Las patas delanteras le quedaron cortas porque el conejo las extendió para frenar la caída. Y el susto hizo que se le pusieran para siempre el pelo blanco y los ojos colorados.				
conejo:4	El conejo	conejo	easy	Hace mucho, mucho tiempo, los conejos no eran como ahora los conocemos. Eran pequeños, igual que ahora, pero tenían el pelo negro, las orejas cortas y las patas largas.	0:15	0		Mujer
				Los conejos no estaban contentos, querían crecer, querían ser más grandes. Entonces, uno de los conejos fue a ver a un mago que vivía en la montaña y le pidió que lo aumentara de tamaño.	0:30			
				El mago le dijo que para poder hacerlo crecer tenía que traer seis bigotes de un tigre y la cola de un mono. Para conseguir lo que el mago le pedía, el conejo decidió engañar al tigre y al mono.	0:45			
				Fue a buscar al tigre y le dijo: "Un viento muy fuerte está por llegar al bosque. Yo me voy a salvar porque soy chiquito y puedo escondemer en un agujero ¡pero vos sos demasiado grande para esconderte en un agujero!"	1:01			
				El tigre se puso a llorar y le pidió que lo ayudara a salvarse. Entonces el conejo le dijo: "Se me ocurre una idea para que el viento no te lleve volando, te voy a atar al tronco de un árbol grande".	1:15			
				Agradecido, el tigre se dejó atar y, cuando ya no podía moverse, el conejo le arrancó seis bigotes y se fue corriendo.	1:25			
				Luego el conejo fue a la casa del mono. Para engañarlo, cavó un pequeño pozo y comenzó a mirar hacia adentro. Cuando el mono vio al conejo, quiso saber qué había adentro del pozo. Se acercó y le pidió al conejo que lo dejara mirar.	1:43			
				- Mmmm, no sé si debo... lo que hay adentro del pozo es un gran secreto - mintió el conejo._- ¡Por favor, te prometo que no le voy a contar a nadie!_- De acuerdo - dijo el conejo.	1:58			
				Y cuando el mono se agachó para ver adentro del pozo, el conejo le cortó la cola y se fue corriendo. Luego el conejo subió la montaña y llegó a la casa del mago con los seis bigotes del tigre y la cola de mono.	2:13			
				- Ahora, haceme crecer - le ordenó el conejo._Y el mago pensó: "Si siendo tan chiquito, el conejo hizo lo que hizo, si lo aumento de tamaño, ¿qué no hará? Un conejo grande sería muy peligroso para todos los animales."	2:31			
				El conejo esperaba. El mago se acercó, lo atrapó de las orejas y lo arrojó hacia abajo de la montaña. Así fue como, a partir de ese momento, le quedaron las orejas largas porque el mago se las estiró al arrojarlo.	2:48			
				Las patas delanteras le quedaron cortas porque el conejo las extendió para frenar la caída. Y el susto hizo que se le pusieran para siempre el pelo blanco y los ojos colorados.				
conejo:5	El conejo	conejo	easy	vacio	0:08	0		Mujer
viaje_espacio	Un Viaje por el Espacio	viaje_espacio	easy	Melisa vivía muy lejos del planeta Tierra, en un lugar donde los planetas estaban uno debajo del otro, como si fuera una escalera.	0:10	1		Mujer
				El planeta Verde quedaba en lo más alto; debajo estaba el planeta Azul; un poco más abajo, el Amarillo y abajo de todo, el Violeta.	0:20			
				Un día, Melisa y su hermano estaban jugando a las bolitas en los cráteres, unos agujeros que había por todo el suelo del planeta Verde. A Melisa le faltaba embocar la bolita rayada para ganar el partido.La tiró con todas sus fuerzas y lo logró.	0:36			
				Mientras Melisa festejaba, su hermano metió la mano en el agujero para sacar las bolitas y empezar nuevamente pero... ¡Sorpresa! ¡No encontró las bolitas! Allí no había nada. Los hermanos estaban muy asombrados.	0:52			
				Se pusieron a buscar las bolitas. Pensaron que tal vez el agujero no tenía fondo. Entonces el hermano dio media vuelta al planeta y Melisa tiró una piedrita al cráter para ver si salía para el otro lado... ¡Y la piedrita salió!	1:08			
				Entendieron lo que había pasado con las bolitas. Como el cráter no tenía fondo, las bolitas habían caído al planeta de abajo, el planeta Azul. Para buscar las bolitas Melisa se subió a su cohete y se dirigió al planeta Azul.	1:22			
				En el planeta Azul Doña Pepa salió a barrer unas piedras raras que habían caído en la puerta de su casa. "¿Piedras redondas? - pensó - ¡Qué raro!" Melisa , que llegó en ese momento, gritó "¡Mis bolitas!"	1:36			
				Pero ya era tarde. Doña Pepa había dado el último escobazo mientras decía: "¡Piedras, Melisa, son piedras!" ¡Qué mala suerte! Las bolitas se le escapaban otra vez, caían al planeta de más abajo.	1:52			
				Melisa siguió viaje en su cohete y se lanzó al espacio para llegar hasta el próximo planeta, el Amarillo. En el planeta Amarillo, Don Pancho descansaba sentado en su silla.	2:03			
				De repente... ¡TIC, TAC, TOC, TUC, TUC! Un montón de bolitas le golpearon la cabeza. Se levantó enojadísimo. Don Pancho tomó las bolitas y las tiró con mucha fuerza.	2:19			
				Melisa, que acababa de llegar, vio cómo las bolitas caían en el último planeta, el Violeta. Entonces tuvo que seguir bajando hasta el último planeta.	2:28			
				Cuando Melisa llegó al planeta Violeta, le preguntó a Doña Temis si había visto caer sus bolitas de colores.	2:35			
				Pero Doña Temis le contestó que sólo había visto unas piedritas. Con esas piedritas había hecho un collar muy hermoso y se lo había mandado por correo de regalo a una amiga que vivía en otro planeta.	2:48			
				Muy triste, Melisa regresó a su casa en el planeta Verde. Cuando por fin llegó, su hermano y su mamá la estaban esperando.	2:55			
				"¡Meli, mirá el collar que le regalaron a mamá! Se lo hizo Doña Temis, del planeta Violeta" dijo el hermano. Melisa se rio feliz, las piedritas de Doña Temis eran sus bolitas y ahora formaban parte de un bellísimo collar.				
viaje_espacio:2	Un Viaje por el Espacio	viaje_espacio	easy	Melisa vivía muy lejos del planeta Tierra, en un lugar donde los planetas estaban uno debajo del otro, como si fuera una escalera.	0:10	0		Mujer
				El planeta Verde quedaba en lo más alto; debajo estaba el planeta Azul; un poco más abajo, el Amarillo y abajo de todo, el Violeta.	0:20			
				Un día, Melisa y su hermano estaban jugando a las bolitas en los cráteres, unos agujeros que había por todo el suelo del planeta Verde. A Melisa le faltaba embocar la bolita rayada para ganar el partido.La tiró con todas sus fuerzas y lo logró.	0:36			
				Mientras Melisa festejaba, su hermano metió la mano en el agujero para sacar las bolitas y empezar nuevamente pero... ¡Sorpresa! ¡No encontró las bolitas! Allí no había nada. Los hermanos estaban muy asombrados.	0:52			
				Se pusieron a buscar las bolitas. Pensaron que tal vez el agujero no tenía fondo. Entonces el hermano dio media vuelta al planeta y Melisa tiró una piedrita al cráter para ver si salía para el otro lado... ¡Y la piedrita salió!	1:08			
				Entendieron lo que había pasado con las bolitas. Como el cráter no tenía fondo, las bolitas habían caído al planeta de abajo, el planeta Azul. Para buscar las bolitas Melisa se subió a su cohete y se dirigió al planeta Azul.	1:22			
				En el planeta Azul Doña Pepa salió a barrer unas piedras raras que habían caído en la puerta de su casa. "¿Piedras redondas? - pensó - ¡Qué raro!" Melisa , que llegó en ese momento, gritó "¡Mis bolitas!"	1:36			
				Pero ya era tarde. Doña Pepa había dado el último escobazo mientras decía: "¡Piedras, Melisa, son piedras!" ¡Qué mala suerte! Las bolitas se le escapaban otra vez, caían al planeta de más abajo.	1:52			
				Melisa siguió viaje en su cohete y se lanzó al espacio para llegar hasta el próximo planeta, el Amarillo. En el planeta Amarillo, Don Pancho descansaba sentado en su silla.	2:03			
				De repente... ¡TIC, TAC, TOC, TUC, TUC! Un montón de bolitas le golpearon la cabeza. Se levantó enojadísimo. Don Pancho tomó las bolitas y las tiró con mucha fuerza.	2:19			
				Melisa, que acababa de llegar, vio cómo las bolitas caían en el último planeta, el Violeta. Entonces tuvo que seguir bajando hasta el último planeta.	2:28			
				Cuando Melisa llegó al planeta Violeta, le preguntó a Doña Temis si había visto caer sus bolitas de colores.	2:35			
				Pero Doña Temis le contestó que sólo había visto unas piedritas. Con esas piedritas había hecho un collar muy hermoso y se lo había mandado por correo de regalo a una amiga que vivía en otro planeta.	2:48			
				Muy triste, Melisa regresó a su casa en el planeta Verde. Cuando por fin llegó, su hermano y su mamá la estaban esperando.	2:55			
				"¡Meli, mirá el collar que le regalaron a mamá! Se lo hizo Doña Temis, del planeta Violeta" dijo el hermano. Melisa se rio feliz, las piedritas de Doña Temis eran sus bolitas y ahora formaban parte de un bellísimo collar.				
viaje_espacio:3	Un Viaje por el Espacio	viaje_espacio	easy	Melisa vivía muy lejos del planeta Tierra, en un lugar donde los planetas estaban uno debajo del otro, como si fuera una escalera.	0:10	0		Mujer
				El planeta Verde quedaba en lo más alto; debajo estaba el planeta Azul; un poco más abajo, el Amarillo y abajo de todo, el Violeta.	0:20			
				Un día, Melisa y su hermano estaban jugando a las bolitas en los cráteres, unos agujeros que había por todo el suelo del planeta Verde. A Melisa le faltaba embocar la bolita rayada para ganar el partido.La tiró con todas sus fuerzas y lo logró.	0:36			
				Mientras Melisa festejaba, su hermano metió la mano en el agujero para sacar las bolitas y empezar nuevamente pero... ¡Sorpresa! ¡No encontró las bolitas! Allí no había nada. Los hermanos estaban muy asombrados.	0:52			
				Se pusieron a buscar las bolitas. Pensaron que tal vez el agujero no tenía fondo. Entonces el hermano dio media vuelta al planeta y Melisa tiró una piedrita al cráter para ver si salía para el otro lado... ¡Y la piedrita salió!	1:08			
				Entendieron lo que había pasado con las bolitas. Como el cráter no tenía fondo, las bolitas habían caído al planeta de abajo, el planeta Azul. Para buscar las bolitas Melisa se subió a su cohete y se dirigió al planeta Azul.	1:22			
				En el planeta Azul Doña Pepa salió a barrer unas piedras raras que habían caído en la puerta de su casa. "¿Piedras redondas? - pensó - ¡Qué raro!" Melisa , que llegó en ese momento, gritó "¡Mis bolitas!"	1:36			
				Pero ya era tarde. Doña Pepa había dado el último escobazo mientras decía: "¡Piedras, Melisa, son piedras!" ¡Qué mala suerte! Las bolitas se le escapaban otra vez, caían al planeta de más abajo.	1:52			
				Melisa siguió viaje en su cohete y se lanzó al espacio para llegar hasta el próximo planeta, el Amarillo. En el planeta Amarillo, Don Pancho descansaba sentado en su silla.	2:03			
				De repente... ¡TIC, TAC, TOC, TUC, TUC! Un montón de bolitas le golpearon la cabeza. Se levantó enojadísimo. Don Pancho tomó las bolitas y las tiró con mucha fuerza.	2:19			
				Melisa, que acababa de llegar, vio cómo las bolitas caían en el último planeta, el Violeta. Entonces tuvo que seguir bajando hasta el último planeta.	2:28			
				Cuando Melisa llegó al planeta Violeta, le preguntó a Doña Temis si había visto caer sus bolitas de colores.	2:35			
				Pero Doña Temis le contestó que sólo había visto unas piedritas. Con esas piedritas había hecho un collar muy hermoso y se lo había mandado por correo de regalo a una amiga que vivía en otro planeta.	2:48			
				Muy triste, Melisa regresó a su casa en el planeta Verde. Cuando por fin llegó, su hermano y su mamá la estaban esperando.	2:55			
				"¡Meli, mirá el collar que le regalaron a mamá! Se lo hizo Doña Temis, del planeta Violeta" dijo el hermano. Melisa se rio feliz, las piedritas de Doña Temis eran sus bolitas y ahora formaban parte de un bellísimo collar.				
viaje_espacio:4	Un Viaje por el Espacio	viaje_espacio	easy	Melisa vivía muy lejos del planeta Tierra, en un lugar donde los planetas estaban uno debajo del otro, como si fuera una escalera.	0:10	0		Mujer
				El planeta Verde quedaba en lo más alto; debajo estaba el planeta Azul; un poco más abajo, el Amarillo y abajo de todo, el Violeta.	0:20			
				Un día, Melisa y su hermano estaban jugando a las bolitas en los cráteres, unos agujeros que había por todo el suelo del planeta Verde. A Melisa le faltaba embocar la bolita rayada para ganar el partido.La tiró con todas sus fuerzas y lo logró.	0:36			
				Mientras Melisa festejaba, su hermano metió la mano en el agujero para sacar las bolitas y empezar nuevamente pero... ¡Sorpresa! ¡No encontró las bolitas! Allí no había nada. Los hermanos estaban muy asombrados.	0:52			
				Se pusieron a buscar las bolitas. Pensaron que tal vez el agujero no tenía fondo. Entonces el hermano dio media vuelta al planeta y Melisa tiró una piedrita al cráter para ver si salía para el otro lado... ¡Y la piedrita salió!	1:08			
				Entendieron lo que había pasado con las bolitas. Como el cráter no tenía fondo, las bolitas habían caído al planeta de abajo, el planeta Azul. Para buscar las bolitas Melisa se subió a su cohete y se dirigió al planeta Azul.	1:22			
				En el planeta Azul Doña Pepa salió a barrer unas piedras raras que habían caído en la puerta de su casa. "¿Piedras redondas? - pensó - ¡Qué raro!" Melisa , que llegó en ese momento, gritó "¡Mis bolitas!"	1:36			
				Pero ya era tarde. Doña Pepa había dado el último escobazo mientras decía: "¡Piedras, Melisa, son piedras!" ¡Qué mala suerte! Las bolitas se le escapaban otra vez, caían al planeta de más abajo.	1:52			
				Melisa siguió viaje en su cohete y se lanzó al espacio para llegar hasta el próximo planeta, el Amarillo. En el planeta Amarillo, Don Pancho descansaba sentado en su silla.	2:03			
				De repente... ¡TIC, TAC, TOC, TUC, TUC! Un montón de bolitas le golpearon la cabeza. Se levantó enojadísimo. Don Pancho tomó las bolitas y las tiró con mucha fuerza.	2:19			
				Melisa, que acababa de llegar, vio cómo las bolitas caían en el último planeta, el Violeta. Entonces tuvo que seguir bajando hasta el último planeta.	2:28			
				Cuando Melisa llegó al planeta Violeta, le preguntó a Doña Temis si había visto caer sus bolitas de colores.	2:35			
				Pero Doña Temis le contestó que sólo había visto unas piedritas. Con esas piedritas había hecho un collar muy hermoso y se lo había mandado por correo de regalo a una amiga que vivía en otro planeta.	2:48			
				Muy triste, Melisa regresó a su casa en el planeta Verde. Cuando por fin llegó, su hermano y su mamá la estaban esperando.	2:55			
				"¡Meli, mirá el collar que le regalaron a mamá! Se lo hizo Doña Temis, del planeta Violeta" dijo el hermano. Melisa se rio feliz, las piedritas de Doña Temis eran sus bolitas y ahora formaban parte de un bellísimo collar.				
viaje_espacio:5	Un Viaje por el Espacio	viaje_espacio	easy	vacio		0		Mujer
genio_botella	El Genio de la Botella	genio_botella	easy	Abul era el hijo menor de una familia que vivía en un pueblo muy chiquito en el medio del desierto. Le encantaba hacer castillos de arena o tirarse por las dunas como si fueran un tobogán	0:15	1		Mujer
				y ya no protestaba cuando su mamá le decía que se pusiera el turbante para protegerse del sol.	0:20			
				Su papá era vendedor y recorría en camello los pueblitos vecinos ofreciendo telas, ropa y alfombras. Abul siempre esperaba que su padre volviera de sus viajes porque él contaba maravillosas historias que a Abul le encantaba escuchar.	0:38			
				La que más le gustaba era una sobre el mar. Le parecía increíble que pudiera haber tanta agua junta. En el desierto no llueve casi nunca y hay muy poquita agua. Abul se moría de ganas de conocer el mar... ¡Pero quedaba tan lejos!	0:58			
				Un día, el papá de Abul lo invitó a que fuera con él a entregar un cargamento de alfombras en un pueblo que quedaba a un día de viaje. Abul aceptó encantado. Se despertaron antes que saliera el sol y comenzaron el viaje.	1:13			
				Cerca del mediodía, el calor era terrible y el papá decidió hacer un descanso en unas palmeras que había en el camino. Enseguida se quedó dormido.	1:24			
				Abul aprovechó para jugar un rato y se puso a hacer un castillo en la arena. Pero, ¡oh, sorpresa! mientras estaba haciendo un pozo, encontró algo enterrado en la arena: una botella.	1:36			
				Cuando la pudo desenterrar, se dio cuenta de que era muy pesada. Decidió abrirla para ver qué tenía adentro. Apenas logró sacar el corcho salió una nube de color verde que se convirtió en un hombre.	1:50			
				- ¡Hola! Yo soy el genio de la botella. Muchas gracias por rescatarme - dijo el hombre verde mientras se desesperezaba._Abul no sabía qué contestarle._- Por el gran favor que me hiciste te voy a conceder un deseo, podés pedirme lo que quieras - dijo el genio.	2:11			
				A Abul le brillaron los ojos. Se le cruzaron muchísimas ideas por la cabeza y no se decidía._- ¡Bueno, vamos, jovencito, que no tengo todo el día! - lo apuró el genio._Abul miró a su padre, que todavía dormía bajo la palmera y dijo:_- Quiero conocer el mar._- Muy bien - respondió el genio.	2:32			
				Inmediatamente pronunció unas palabras que Abul no entendió y una de las alfombras del cargamento de su padre empezó a volar y se dirigió hasta donde estaban ellos.	2:42			
				- Subite y agarrate fuerte, que nos vamos al mar - dijo el genio._Abul y el genio se subieron a la alfombra voladora, que despegó rapidísimo. Abul empezó a sentir cómo el viento le rozaba en la cara y casi se le vuela el turbante, pero lo pudo agarrar a tiempo._- Ya estamos por llegar - dijo el genio.	3:04			
				Y enseguida se empezó a ver, después de tanta arena, un pedacito de algo azul, que cada vez se hacía más y más grande. Los ojos de Abul se llenaron del color azul verdoso del mar y el ruido de las olas fue como música para sus oídos.	3:19			
				Aterrizaron en la playa y Abul se sacó las zapatillas para dejar que sus pies se mojaran con el agua. Estaba feliz.	3:28			
				Luego, de repente, tomó carrera y se zambulló bajo la espuma blanca de una ola. En la botellita del genio guardó un poco del agua salada del mar para llevarse de recuerdo.	3:39			
				- Ya es hora de regresar - advirtió el genio._Se subieron nuevamente a la alfombra, que voló más rápido que el viento. Llegaron al desierto antes de que el papá de Abul se despertara._- Muchas gracias, señor genio. - dijo Abul con una sonrisa de oreja a oreja.	3:59			
				- Gracias a vos, jovencito - y mientras dijo esto, el genio se transformó en una nube verde que desapareció en el cielo.				
genio_botella:2	El Genio de la Botella	genio_botella	easy	Abul era el hijo menor de una familia que vivía en un pueblo muy chiquito en el medio del desierto. Le encantaba hacer castillos de arena o tirarse por las dunas como si fueran un tobogán	0:15	0		Mujer
				y ya no protestaba cuando su mamá le decía que se pusiera el turbante para protegerse del sol.	0:20			
				Su papá era vendedor y recorría en camello los pueblitos vecinos ofreciendo telas, ropa y alfombras. Abul siempre esperaba que su padre volviera de sus viajes porque él contaba maravillosas historias que a Abul le encantaba escuchar.	0:38			
				La que más le gustaba era una sobre el mar. Le parecía increíble que pudiera haber tanta agua junta. En el desierto no llueve casi nunca y hay muy poquita agua. Abul se moría de ganas de conocer el mar... ¡Pero quedaba tan lejos!	0:58			
				Un día, el papá de Abul lo invitó a que fuera con él a entregar un cargamento de alfombras en un pueblo que quedaba a un día de viaje. Abul aceptó encantado. Se despertaron antes que saliera el sol y comenzaron el viaje.	1:13			
				Cerca del mediodía, el calor era terrible y el papá decidió hacer un descanso en unas palmeras que había en el camino. Enseguida se quedó dormido.	1:24			
				Abul aprovechó para jugar un rato y se puso a hacer un castillo en la arena. Pero, ¡oh, sorpresa! mientras estaba haciendo un pozo, encontró algo enterrado en la arena: una botella.	1:36			
				Cuando la pudo desenterrar, se dio cuenta de que era muy pesada. Decidió abrirla para ver qué tenía adentro. Apenas logró sacar el corcho salió una nube de color verde que se convirtió en un hombre.	1:50			
				- ¡Hola! Yo soy el genio de la botella. Muchas gracias por rescatarme - dijo el hombre verde mientras se desesperezaba._Abul no sabía qué contestarle._- Por el gran favor que me hiciste te voy a conceder un deseo, podés pedirme lo que quieras - dijo el genio.	2:11			
